mesh,norm_method,quant,bins,mse_mean,mae_mean,chamfer,hausdorff
cube_edited,minmax,uniform,1024,2.2612518857711448e-07,0.000259809341669084,0.0015588560500145038,0.0010456375657165173
cube_edited,minmax,adaptive,1024,2.2612518857711448e-07,0.000259809341669084,0.0015588560500145038,0.0010456375657165173
cube_edited,unit_sphere,uniform,1024,1.4834570936037284e-06,0.001015846927960716,0.004024856789385126,0.002875805205685709
cube_edited,unit_sphere,adaptive,1024,1.4834570936037284e-06,0.001015846927960716,0.004024856789385126,0.002875805205685709
